Project Code,InternalId,Customer Name,Billing Budget,Costing Budget
SB22397,9109,Intel Cab and Bus for GPTW,715823,536867.25
SB22398,9110,HUL - B&W Walkthrough,1801782,1351336.5
SB22399,9111,Autodesk Design & Manufacturing Summit 2025,2806680,2105010
SB22400,9112,RHEL + Ansible Workshop,3290000,2467500
SB22401,9595,"Elecrama ieema, WUS Dinner,",1850000,1387500
SB22402,9113,Accenture Duke Energy Client Visit Pune ,244750,183562.5
SB22403,9114,Amazone Stamp Purchase,20000,15000
SB22404,9115,GitHub Connect in Chennai,263913,197934.75
SB22405,9116,Amway Diamond Forum,5000000,3750000
SB22406,9117,Siemens Advanta Rainer,198423,148817.25
SB22407,9356,Tvs Sub Dealer Meet,58131,43598.25
SB22408,9118,Cognizant Acrylic Name Badge,9350,7012.5
SB22409,9596,Towards Workshop - Bangalore & Mumbai,343114,257335.5
SB22410,9119,CNBC x HUL - Lime Season,1673113,1254834.75
SB22411,9120,Amazon Insurgents & EBE - Summit,194464,145848
SB22412,9121,Amazon EBE Summit,194464,145848
SB22413,9122,HUL advantage Assam 2.0,6084041,4563030.75
SB22414,9123,Adobe MakeIT,8194780,6146085
SB22415,9124,Adfactors Celebrating the Success of Initial Public Offer,272338,204253.5
SB22416,9125,DBS Bank IBG Townhall 2025,278300,208725
SB22417,9126,Brookprpo ESG REPORT LAUNCH ,1503942,1127956.5
SB22418,9127,Towards Graph Summit,838179,628634.25
SB22419,9357, TVS Srichakra _Eurogrip Petrol Pump Activity & IT Park Activity,62162,46621.5
SB22420,10199,BIT Mesra 70 Years Platinum Jubilee Celebration,450000,337500
SB22421,9128,Accenture Moview Tickets,624250,468187.5
SB22422,10200,Jubilant Investor Meet 2025,2500000,1875000
SB22423,9129,HUL - Liquid IV Recovery Party,870931,653198.25
SB22424,9130,Cognizant Impact Awards 2025,4479045,3359283.75
SB22425,9131,Cognizant Hartford - Noida Facility,1019799,764849.25
SB22426,9132,Cognizant Townhall Setup,229636,172227
SB22427,9133,Cognizant Suncorp Visit Pune,242935,182201.25
SB22428,9134,"SAP Industry Summit at Westin, Powai",3412500,2559375
SB22430,9597,Cellvest Launch ,790956,593217
SB22431,9136,Intel AIPC Workshop at ECO Training,586740,440055
SB22432,9598,NCPA CONCERT,890340,667755
SB22433,9137,SOFTCELL Netapp Event,317178,237883.5
SB22434,9138,Amazon - LAT,207932,155949
SB22435,9358,Tvs Shiprocket,21500,16125
SB22436,9139,Adobe India Leadership Connect,840000,630000
SB22437,9140,Aptra India Conference 2025,5130720,3848040
SB22438,9141,Netapp V5 Techsol Customer Event,593505,445128.75
SB22439,9142,Red Hat Q1 Tech Webinar Series,1232800,924600
SB22440,9143,Star India Kannada Screening,618622,463966.5
